g_kanda	g_sarga	g_verse	s_kanda	s_sarga	s_verse	score	class
1	1	1	1	1	1	0.588	matched
1	1	2	1	1	2	0.308	fuzzy
1	1	3					gorresio_only
1	1	4	1	1	4	0.286	fuzzy
1	1	5					gorresio_only
1	1	6					gorresio_only
1	1	7	1	1	5	0.426	fuzzy
1	1	8					gorresio_only
1	1	10					gorresio_only
1	1	11					gorresio_only
1	1	12					gorresio_only
1	1	13	1	1	9	0.294	fuzzy
1	1	14	1	1	11	0.38	fuzzy
1	1	15					gorresio_only
1	1	16					gorresio_only
1	1	17					gorresio_only
1	1	18	1	1	16	0.365	fuzzy
1	1	20					gorresio_only
1	1	21	1	1	18	0.34	fuzzy
1	1	22					gorresio_only
1	1	23	1	1	20	0.286	fuzzy
1	1	24	1	1	21	0.299	fuzzy
1	1	25	1	1	22	0.726	matched
1	1	26					gorresio_only
1	1	27	1	1	24	0.872	matched
1	1	28					gorresio_only
1	1	30					gorresio_only
1	1	31					gorresio_only
1	1	32					gorresio_only
1	1	33					gorresio_only
1	1	34					gorresio_only
1	1	35	1	1	33	0.274	fuzzy
1	1	36					gorresio_only
1	1	37					gorresio_only
1	1	38	1	1	37	0.309	fuzzy
1	1	40	1	1	38	0.267	fuzzy
1	1	41					gorresio_only
1	1	42					gorresio_only
1	1	43	1	1	42	0.327	fuzzy
1	1	44					gorresio_only
1	1	45	1	1	43	0.269	fuzzy
1	1	46					gorresio_only
1	1	47					gorresio_only
1	1	48					gorresio_only
1	1	49	1	1	47	0.29	fuzzy
1	1	50	1	1	49	0.319	fuzzy
1	1	51					gorresio_only
1	1	52	1	1	50	0.649	matched
1	1	53	1	1	51	0.778	matched
1	1	54	1	1	52	0.588	matched
1	1	55					gorresio_only
1	1	56					gorresio_only
1	1	57					gorresio_only
1	1	58					gorresio_only
1	1	60					gorresio_only
1	1	61	1	1	58	0.818	matched
1	1	62	1	1	59	0.558	matched
1	1	63					gorresio_only
1	1	64	1	1	63	0.297	fuzzy
1	1	65					gorresio_only
1	1	66					gorresio_only
1	1	67	1	1	66	0.277	fuzzy
1	1	68					gorresio_only
1	1	69					gorresio_only
1	1	70					gorresio_only
1	1	72	1	1	68	0.255	fuzzy
1	1	73					gorresio_only
1	1	74	1	1	71	0.726	matched
1	1	76	1	1	73	0.379	fuzzy
1	1	77					gorresio_only
1	1	78	1	1	75	0.369	fuzzy
1	1	79	1	1	76	0.339	fuzzy
1	1	80	1	1	77	0.351	fuzzy
1	1	81	1	1	78	0.49	matched
1	1	82	1	1	79	0.67	matched
1	1	83	1	1	80	0.5	matched
1	1	84					gorresio_only
1	1	85					gorresio_only
1	1	86					gorresio_only
1	1	87					gorresio_only
1	1	88	1	1	83	0.272	fuzzy
1	1	89					gorresio_only
1	1	90					gorresio_only
1	1	91	1	1	89	0.725	matched
1	1	92					gorresio_only
1	1	93					gorresio_only
1	1	94	1	1	90	0.515	matched
1	1	95	1	1	91	0.372	fuzzy
1	1	96	1	1	92	0.477	matched
1	1	97					gorresio_only
1	1	98					gorresio_only
1	1	99					gorresio_only
1	1	100	1	1	97	0.786	matched
1	1	101					gorresio_only
1	1	103					gorresio_only
1	1	104	1	1	98	0.381	fuzzy
1	1	105					gorresio_only
1	1	106					gorresio_only
1	2	1	1	2	1	0.28	fuzzy
1	2	2					gorresio_only
1	2	3	1	2	2	0.383	fuzzy
1	2	4	1	2	3	0.314	fuzzy
1	2	6					gorresio_only
1	2	7					gorresio_only
1	2	8					gorresio_only
1	2	10					gorresio_only
1	2	11					gorresio_only
1	2	12	1	2	9	0.256	fuzzy
1	2	13					gorresio_only
1	2	14	1	2	11	0.297	fuzzy
1	2	15					gorresio_only
1	2	16					gorresio_only
1	2	17	1	2	15	0.798	matched
1	2	18					gorresio_only
1	2	20					gorresio_only
1	2	21					gorresio_only
1	2	23					gorresio_only
1	2	24	1	2	22	0.6	matched
1	2	25	1	2	23	0.339	fuzzy
1	2	26					gorresio_only
1	2	27	1	2	25	0.45	matched
1	2	28	1	2	26	0.622	matched
1	2	30					gorresio_only
1	2	31					gorresio_only
1	2	32					gorresio_only
1	2	33	1	2	31	0.333	fuzzy
1	2	34					gorresio_only
1	2	35	1	2	32	0.361	fuzzy
1	2	36	1	2	33	0.343	fuzzy
1	2	37					gorresio_only
1	2	40	1	2	36	0.459	matched
1	2	41	1	2	38	0.618	matched
1	2	42	1	2	39	0.556	matched
1	2	43	1	2	40	0.515	matched
1	2	44	1	2	41	0.303	fuzzy
1	2	45					gorresio_only
1	2	46	1	2	42	0.522	matched
1	3	1					gorresio_only
1	3	2	1	3	2	0.632	matched
1	3	3					gorresio_only
1	3	5					gorresio_only
1	3	6					gorresio_only
1	3	7	1	3	14	0.257	fuzzy
1	3	8	1	3	15	0.308	fuzzy
1	3	10	1	3	16	0.355	fuzzy
1	3	11	1	3	18	0.56	matched
1	3	12					gorresio_only
1	3	13					gorresio_only
1	3	15	1	3	20	0.403	fuzzy
1	3	16	1	3	25	0.821	moved
1	3	17	1	3	23	0.756	matched
1	3	18	1	3	24	0.628	matched
1	3	21	1	3	26	0.268	fuzzy
1	3	22	1	3	29	0.426	fuzzy
1	3	24	1	3	30	0.316	fuzzy
1	3	25	1	3	32	0.295	fuzzy
1	3	26					gorresio_only
1	3	27					gorresio_only
1	3	28	1	3	34	0.257	fuzzy
1	3	30	1	3	36	0.25	fuzzy
1	3	31	1	3	38	0.328	fuzzy
1	3	32					gorresio_only
1	3	33	1	3	39	0.306	fuzzy
1	3	34					gorresio_only
1	3	35					gorresio_only
1	3	36					gorresio_only
1	3	37					gorresio_only
1	3	38					gorresio_only
1	3	40	1	4	4	0.274	fuzzy
1	3	41					gorresio_only
1	3	43					gorresio_only
1	3	44	1	4	8	0.256	fuzzy
1	3	45					gorresio_only
1	3	46	1	4	9	0.302	fuzzy
1	3	47					gorresio_only
1	3	48					gorresio_only
1	3	49					gorresio_only
1	3	50					gorresio_only
1	3	51					gorresio_only
1	3	52					gorresio_only
1	3	53					gorresio_only
1	3	54	1	4	14	0.275	fuzzy
1	3	55					gorresio_only
1	3	56					gorresio_only
1	3	57					gorresio_only
1	3	58					gorresio_only
1	3	60					gorresio_only
1	3	61					gorresio_only
1	3	62					gorresio_only
1	3	64					gorresio_only
1	3	66					gorresio_only
1	3	67					gorresio_only
1	3	68					gorresio_only
1	3	69					gorresio_only
1	3	73					gorresio_only
1	3	74					gorresio_only
1	4	1	1	4	1	0.677	moved
1	4	2					gorresio_only
1	4	3					gorresio_only
1	4	4					gorresio_only
1	4	5					gorresio_only
1	4	6					gorresio_only
1	4	7					gorresio_only
1	4	8					gorresio_only
1	4	10					gorresio_only
1	4	11					gorresio_only
1	4	12					gorresio_only
1	4	13					gorresio_only
1	4	14					gorresio_only
1	4	15					gorresio_only
1	4	16					gorresio_only
1	4	17					gorresio_only
1	4	18					gorresio_only
1	4	21					gorresio_only
1	4	22					gorresio_only
1	4	23					gorresio_only
1	4	24					gorresio_only
1	4	25					gorresio_only
1	4	26					gorresio_only
1	4	27					gorresio_only
1	4	28					gorresio_only
1	4	30					gorresio_only
1	4	31					gorresio_only
1	4	32					gorresio_only
1	4	33					gorresio_only
1	4	34	1	3	15	0.613	moved
1	4	35					gorresio_only
1	4	36					gorresio_only
1	4	38					gorresio_only
1	4	40					gorresio_only
1	4	41					gorresio_only
1	4	42					gorresio_only
1	4	43					gorresio_only
1	4	44					gorresio_only
1	4	45					gorresio_only
1	4	46					gorresio_only
1	4	47					gorresio_only
1	4	48					gorresio_only
1	4	49					gorresio_only
1	4	50					gorresio_only
1	4	51					gorresio_only
1	4	52					gorresio_only
1	4	53					gorresio_only
1	4	54					gorresio_only
1	4	55					gorresio_only
1	4	56					gorresio_only
1	4	57					gorresio_only
1	4	58					gorresio_only
1	4	60					gorresio_only
1	4	61					gorresio_only
1	4	62					gorresio_only
1	4	63					gorresio_only
1	4	64					gorresio_only
1	4	65					gorresio_only
1	4	66					gorresio_only
1	4	67					gorresio_only
1	4	68					gorresio_only
1	4	70					gorresio_only
1	4	73					gorresio_only
1	4	74					gorresio_only
1	4	76					gorresio_only
1	4	77					gorresio_only
1	4	78					gorresio_only
1	4	79					gorresio_only
1	4	80					gorresio_only
1	4	81					gorresio_only
1	4	82					gorresio_only
1	4	83					gorresio_only
1	4	84					gorresio_only
1	4	85					gorresio_only
1	4	86					gorresio_only
1	4	87					gorresio_only
1	4	90					gorresio_only
1	4	91					gorresio_only
1	4	92					gorresio_only
1	4	93					gorresio_only
1	4	94					gorresio_only
1	4	95					gorresio_only
1	4	96					gorresio_only
1	4	97					gorresio_only
1	4	98					gorresio_only
1	4	99					gorresio_only
1	4	100					gorresio_only
1	4	101					gorresio_only
1	4	102					gorresio_only
1	4	103					gorresio_only
1	4	104					gorresio_only
1	4	105					gorresio_only
1	4	106					gorresio_only
1	4	107					gorresio_only
1	4	108					gorresio_only
1	4	110					gorresio_only
1	4	111					gorresio_only
1	4	112					gorresio_only
1	4	113					gorresio_only
1	4	114					gorresio_only
1	4	115					gorresio_only
1	4	116					gorresio_only
1	4	117					gorresio_only
1	4	120					gorresio_only
1	4	121					gorresio_only
1	4	123					gorresio_only
1	4	124					gorresio_only
1	4	125					gorresio_only
1	4	126					gorresio_only
1	4	127					gorresio_only
1	4	128					gorresio_only
1	4	130					gorresio_only
1	4	131					gorresio_only
1	4	132					gorresio_only
1	4	134					gorresio_only
1	4	135					gorresio_only
1	4	136					gorresio_only
1	4	137					gorresio_only
1	4	138					gorresio_only
1	4	140					gorresio_only
1	4	141					gorresio_only
1	4	142					gorresio_only
1	4	143					gorresio_only
1	4	144					gorresio_only
1	4	145					gorresio_only
1	4	146					gorresio_only
1	4	147					gorresio_only
1	4	148					gorresio_only
1	4	149					gorresio_only
1	5	1	1	5	5	0.667	matched
1	5	2	1	5	6	0.541	matched
1	5	3	1	5	7	0.517	matched
1	5	4	1	5	8	0.257	fuzzy
1	5	5					gorresio_only
1	5	6					gorresio_only
1	5	7	1	5	9	0.259	fuzzy
1	5	8	1	5	10	0.283	fuzzy
1	5	9					gorresio_only
1	5	10					gorresio_only
1	5	11					gorresio_only
1	5	12					gorresio_only
1	5	13					gorresio_only
1	5	14					gorresio_only
1	5	15					gorresio_only
1	5	16					gorresio_only
1	5	17					gorresio_only
1	5	18					gorresio_only
1	5	20	1	5	23	0.31	fuzzy
1	6	1	1	6	1	0.538	matched
1	6	2	1	6	2	0.57	matched
1	6	3	1	6	3	0.4	fuzzy
1	6	4					gorresio_only
1	6	5	1	6	5	0.416	fuzzy
1	6	6					gorresio_only
1	6	7					gorresio_only
1	6	8					gorresio_only
1	6	10					gorresio_only
1	6	11					gorresio_only
1	6	12					gorresio_only
1	6	13	1	6	12	0.279	fuzzy
1	6	14	1	6	13	0.254	fuzzy
1	6	15	1	6	14	0.269	fuzzy
1	6	16	1	6	16	0.302	fuzzy
1	6	17					gorresio_only
1	6	18					gorresio_only
1	6	20					gorresio_only
1	6	21					gorresio_only
1	6	22	1	6	20	0.4	fuzzy
1	6	23					gorresio_only
1	6	24					gorresio_only
1	6	25					gorresio_only
1	6	26					gorresio_only
1	6	27					gorresio_only
1	6	28					gorresio_only
1	6	29					gorresio_only
1	7	1					gorresio_only
1	7	2	1	7	2	0.282	fuzzy
1	7	3	1	7	3	0.382	fuzzy
1	7	4					gorresio_only
1	7	5	1	7	8	0.268	fuzzy
1	7	6					gorresio_only
1	7	7					gorresio_only
1	7	8					gorresio_only
1	7	10					gorresio_only
1	7	11					gorresio_only
1	7	12					gorresio_only
1	7	16					gorresio_only
1	7	17					gorresio_only
1	7	18	1	7	24	0.323	fuzzy
1	8	1	1	8	1	0.495	matched
1	8	2	1	8	2	0.319	fuzzy
1	8	3					gorresio_only
1	8	4	1	8	4	0.409	fuzzy
1	8	5					gorresio_only
1	8	6					gorresio_only
1	8	7	1	9	4	0.336	fuzzy
1	8	8					gorresio_only
1	8	10	1	9	7	0.289	fuzzy
1	8	11					gorresio_only
1	8	12	1	9	8	0.283	fuzzy
1	8	13					gorresio_only
1	8	14					gorresio_only
1	8	15	1	9	12	0.301	fuzzy
1	8	16					gorresio_only
1	8	17					gorresio_only
1	8	18					gorresio_only
1	8	20					gorresio_only
1	8	21	1	9	16	0.3	fuzzy
1	8	22	1	9	17	0.404	fuzzy
1	8	23					gorresio_only
1	8	25					gorresio_only
1	8	26					gorresio_only
1	8	27					gorresio_only
1	8	28					gorresio_only
1	8	30					gorresio_only
1	8	31					gorresio_only
1	8	32					gorresio_only
1	9	2					gorresio_only
1	9	3	1	10	3	0.543	matched
1	9	4					gorresio_only
1	9	5					gorresio_only
1	9	6					gorresio_only
1	9	7					gorresio_only
1	9	8					gorresio_only
1	9	9					gorresio_only
1	9	10					gorresio_only
1	9	11					gorresio_only
1	9	12					gorresio_only
1	9	13					gorresio_only
1	9	15					gorresio_only
1	9	16					gorresio_only
1	9	17					gorresio_only
1	9	18					gorresio_only
1	9	19					gorresio_only
1	9	20					gorresio_only
1	9	22					gorresio_only
1	9	23					gorresio_only
1	9	24					gorresio_only
1	9	25					gorresio_only
1	9	26					gorresio_only
1	9	27					gorresio_only
1	9	28					gorresio_only
1	9	29					gorresio_only
1	9	30					gorresio_only
1	9	31					gorresio_only
1	9	32					gorresio_only
1	9	33					gorresio_only
1	9	34					gorresio_only
1	9	35					gorresio_only
1	9	36					gorresio_only
1	9	38					gorresio_only
1	9	39					gorresio_only
1	9	40					gorresio_only
1	9	41					gorresio_only
1	9	42					gorresio_only
1	9	43					gorresio_only
1	9	44					gorresio_only
1	9	45					gorresio_only
1	9	46					gorresio_only
1	9	47					gorresio_only
1	9	48					gorresio_only
1	9	49					gorresio_only
1	9	50					gorresio_only
1	9	51					gorresio_only
1	9	52					gorresio_only
1	9	53					gorresio_only
1	9	54					gorresio_only
1	9	55					gorresio_only
1	9	56					gorresio_only
1	9	57					gorresio_only
1	9	58					gorresio_only
1	9	59					gorresio_only
1	9	60					gorresio_only
1	9	61					gorresio_only
1	9	62					gorresio_only
1	9	63					gorresio_only
1	9	65	1	10	30	0.262	fuzzy
1	9	66					gorresio_only
1	9	67					gorresio_only
1	9	68					gorresio_only
1	9	69	1	10	33	0.594	matched
1	9	70					gorresio_only
1	10	1					gorresio_only
1	10	2	1	11	2	0.287	fuzzy
1	10	3	1	11	3	0.554	matched
1	10	4					gorresio_only
1	10	5					gorresio_only
1	10	6					gorresio_only
1	10	7	1	11	7	0.333	fuzzy
1	10	8					gorresio_only
1	10	9	1	11	8	0.804	matched
1	10	10	1	11	9	0.426	fuzzy
1	10	11	1	11	10	0.25	fuzzy
1	10	12					gorresio_only
1	10	13					gorresio_only
1	10	14					gorresio_only
1	10	15					gorresio_only
1	10	16					gorresio_only
1	10	17					gorresio_only
1	10	18					gorresio_only
1	10	19	1	11	16	0.256	fuzzy
1	10	20					gorresio_only
1	10	21					gorresio_only
1	10	22					gorresio_only
1	10	23	1	11	20	0.359	fuzzy
1	10	24					gorresio_only
1	10	25					gorresio_only
1	10	26					gorresio_only
1	10	28					gorresio_only
1	10	29					gorresio_only
1	10	30					gorresio_only
1	10	31					gorresio_only
1	10	32					gorresio_only
1	10	33					gorresio_only
1	10	34					gorresio_only
1	10	35					gorresio_only
1	10	36					gorresio_only
1	10	37					gorresio_only
1	10	38					gorresio_only
1	11	1					gorresio_only
1	11	2					gorresio_only
1	11	3					gorresio_only
1	11	4					gorresio_only
1	11	5					gorresio_only
1	11	6	1	8	6	0.581	moved
1	11	7					gorresio_only
1	11	8					gorresio_only
1	11	10	1	8	7	0.699	moved
1	11	11					gorresio_only
1	11	12					gorresio_only
1	11	13					gorresio_only
1	11	14	1	12	11	0.271	fuzzy
1	11	16	1	8	15	0.611	moved
1	11	17					gorresio_only
1	11	18					gorresio_only
1	11	20					gorresio_only
1	11	21					gorresio_only
1	11	22					gorresio_only
1	11	23					gorresio_only
1	11	24					gorresio_only
1	11	25					gorresio_only
1	12	1	1	13	1	0.282	fuzzy
1	12	2					gorresio_only
1	12	3					gorresio_only
1	12	4	1	13	5	0.278	fuzzy
1	12	5					gorresio_only
1	12	6					gorresio_only
1	12	7					gorresio_only
1	12	8					gorresio_only
1	12	10	1	13	10	0.312	fuzzy
1	12	11					gorresio_only
1	12	12	1	13	14	0.633	matched
1	12	13	1	13	15	0.417	fuzzy
1	12	14	1	13	16	0.359	fuzzy
1	12	15	1	13	18	0.35	fuzzy
1	12	16					gorresio_only
1	12	17	1	13	20	0.92	matched
1	12	18	1	13	21	0.706	matched
1	12	20	1	13	23	0.292	fuzzy
1	12	21	1	13	24	0.515	matched
1	12	22	1	13	25	0.358	fuzzy
1	12	23					gorresio_only
1	12	24	1	13	28	0.366	fuzzy
1	12	25	1	13	30	0.328	fuzzy
1	12	26					gorresio_only
1	12	27					gorresio_only
1	12	28	1	13	33	0.262	fuzzy
1	12	30	1	13	34	0.413	fuzzy
1	12	31	1	13	35	0.714	matched
1	12	32	1	13	36	0.609	matched
1	12	33					gorresio_only
1	12	34					gorresio_only
1	12	35	1	13	40	0.293	fuzzy
1	13	1					gorresio_only
1	13	2	1	14	2	0.267	fuzzy
1	13	3					gorresio_only
1	13	4					gorresio_only
1	13	5					gorresio_only
1	13	6					gorresio_only
1	13	7					gorresio_only
1	13	8					gorresio_only
1	13	10					gorresio_only
1	13	11					gorresio_only
1	13	12					gorresio_only
1	13	13					gorresio_only
1	13	14					gorresio_only
1	13	15					gorresio_only
1	13	16	1	14	9	0.453	matched
1	13	17	1	14	19	0.404	fuzzy
1	13	18	1	14	8	0.638	moved
1	13	20	1	14	20	0.434	fuzzy
1	13	21	1	14	21	0.337	fuzzy
1	13	22					gorresio_only
1	13	23	1	14	23	0.309	fuzzy
1	13	24					gorresio_only
1	13	25	1	14	26	0.693	matched
1	13	26					gorresio_only
1	13	27					gorresio_only
1	13	28					gorresio_only
1	13	30					gorresio_only
1	13	31					gorresio_only
1	13	32					gorresio_only
1	13	33					gorresio_only
1	13	34					gorresio_only
1	13	35					gorresio_only
1	13	36					gorresio_only
1	13	38					gorresio_only
1	13	39					gorresio_only
1	13	40					gorresio_only
1	13	41	1	14	44	0.268	fuzzy
1	13	42					gorresio_only
1	13	43	1	14	51	0.33	fuzzy
1	13	44					gorresio_only
1	13	46					gorresio_only
1	13	47					gorresio_only
1	14	1					gorresio_only
1	14	2					gorresio_only
1	14	3	1	15	4	0.342	fuzzy
1	14	4					gorresio_only
1	14	5					gorresio_only
1	14	6					gorresio_only
1	14	7					gorresio_only
1	14	8					gorresio_only
1	14	10					gorresio_only
1	14	11					gorresio_only
1	14	12					gorresio_only
1	14	13					gorresio_only
1	14	14					gorresio_only
1	14	15					gorresio_only
1	14	16					gorresio_only
1	14	17					gorresio_only
1	14	18					gorresio_only
1	14	20					gorresio_only
1	14	21					gorresio_only
1	14	22					gorresio_only
1	14	23					gorresio_only
1	14	24					gorresio_only
1	14	25					gorresio_only
1	14	26					gorresio_only
1	14	28					gorresio_only
1	14	30					gorresio_only
1	14	31					gorresio_only
1	14	32					gorresio_only
1	14	33					gorresio_only
1	14	34					gorresio_only
1	14	35					gorresio_only
1	14	36					gorresio_only
1	14	37					gorresio_only
1	14	38					gorresio_only
1	14	40					gorresio_only
1	14	41					gorresio_only
1	14	42					gorresio_only
1	14	43	1	15	33	0.483	matched
1	15	1					gorresio_only
1	15	2	1	16	9	0.821	matched
1	15	3					gorresio_only
1	15	4					gorresio_only
1	15	5	1	16	13	0.545	matched
1	15	6	1	16	15	0.298	fuzzy
1	15	7					gorresio_only
1	15	8					gorresio_only
1	15	10					gorresio_only
1	15	11					gorresio_only
1	15	12					gorresio_only
1	15	13					gorresio_only
1	15	14					gorresio_only
1	15	15	1	16	19	0.297	fuzzy
1	15	16	1	16	23	0.349	fuzzy
1	15	17					gorresio_only
1	15	18					gorresio_only
1	15	20					gorresio_only
1	15	21					gorresio_only
1	15	22					gorresio_only
1	15	23					gorresio_only
1	15	24					gorresio_only
1	16	1					gorresio_only
1	16	2					gorresio_only
1	16	3					gorresio_only
1	16	4					gorresio_only
1	16	5					gorresio_only
1	16	6					gorresio_only
1	16	7					gorresio_only
1	16	8					gorresio_only
1	16	10					gorresio_only
1	16	11					gorresio_only
1	17	1					gorresio_only
1	17	2					gorresio_only
1	17	3					gorresio_only
1	17	5					gorresio_only
1	17	6					gorresio_only
1	17	7					gorresio_only
1	17	8					gorresio_only
1	17	9					gorresio_only
1	17	10					gorresio_only
1	17	11					gorresio_only
1	17	12					gorresio_only
1	17	13					gorresio_only
1	17	15					gorresio_only
1	17	16					gorresio_only
1	17	17					gorresio_only
1	17	18					gorresio_only
1	17	19					gorresio_only
1	17	20					gorresio_only
1	17	21					gorresio_only
1	17	22					gorresio_only
1	17	23					gorresio_only
1	17	24					gorresio_only
1	17	25					gorresio_only
1	17	26					gorresio_only
1	17	27					gorresio_only
1	17	28					gorresio_only
1	17	29					gorresio_only
1	18	1					gorresio_only
1	18	2					gorresio_only
1	18	3					gorresio_only
1	18	4					gorresio_only
1	18	5					gorresio_only
1	18	6					gorresio_only
1	18	7					gorresio_only
1	18	8					gorresio_only
1	18	10					gorresio_only
1	18	12					gorresio_only
1	18	13					gorresio_only
1	18	14					gorresio_only
1	18	15					gorresio_only
1	18	16					gorresio_only
1	18	17					gorresio_only
1	18	18					gorresio_only
1	18	20					gorresio_only
1	18	21					gorresio_only
1	18	22					gorresio_only
1	18	23					gorresio_only
1	18	24					gorresio_only
1	18	25					gorresio_only
1	18	26					gorresio_only
1	18	27					gorresio_only
1	19	1					gorresio_only
1	19	2					gorresio_only
1	19	3					gorresio_only
1	19	4					gorresio_only
1	19	5					gorresio_only
1	19	6					gorresio_only
1	19	7					gorresio_only
1	19	8					gorresio_only
1	19	10					gorresio_only
1	19	11					gorresio_only
1	19	12	1	18	12	0.744	moved
1	19	13					gorresio_only
1	19	16					gorresio_only
1	19	17					gorresio_only
1	19	18					gorresio_only
1	19	20					gorresio_only
1	19	21					gorresio_only
1	19	23					gorresio_only
1	19	24					gorresio_only
1	19	25					gorresio_only
1	19	26					gorresio_only
1	19	27					gorresio_only
1	19	28					gorresio_only
1	19	30					gorresio_only
1	19	31					gorresio_only
1	20	1					gorresio_only
1	20	2	1	17	2	0.327	fuzzy
1	20	3	1	17	3	0.713	matched
1	20	4	1	17	4	0.654	matched
1	20	5	1	17	5	0.463	matched
1	20	6					gorresio_only
1	20	7					gorresio_only
1	20	8					gorresio_only
1	20	10					gorresio_only
1	20	11	1	17	19	0.324	fuzzy
1	20	12	1	17	20	0.378	fuzzy
1	20	13					gorresio_only
1	20	14					gorresio_only
1	20	15					gorresio_only
1	20	16					gorresio_only
1	20	17					gorresio_only
1	20	18	1	17	30	0.34	fuzzy
1	20	20	1	17	32	0.655	matched
1	20	21	1	17	33	0.469	matched
1	20	22	1	17	37	0.349	fuzzy
1	21	1					gorresio_only
1	21	2					gorresio_only
1	21	3					gorresio_only
1	21	4					gorresio_only
1	21	5					gorresio_only
1	21	6					gorresio_only
1	21	7					gorresio_only
1	21	8					gorresio_only
1	21	10					gorresio_only
1	21	11					gorresio_only
1	21	12					gorresio_only
1	21	13					gorresio_only
1	21	14					gorresio_only
1	21	15					gorresio_only
1	21	16					gorresio_only
1	21	17					gorresio_only
1	21	18					gorresio_only
1	21	20	1	18	53	0.256	fuzzy
1	21	21					gorresio_only
1	21	22					gorresio_only
1	21	23	1	18	59	0.529	matched
1	22	1	1	19	1	0.774	matched
1	22	2					gorresio_only
1	22	3					gorresio_only
1	22	4					gorresio_only
1	22	5					gorresio_only
1	22	6					gorresio_only
1	22	7					gorresio_only
1	22	8					gorresio_only
1	22	10					gorresio_only
1	22	11					gorresio_only
1	22	12					gorresio_only
1	22	13					gorresio_only
1	22	14					gorresio_only
1	22	15					gorresio_only
1	22	16					gorresio_only
1	22	17					gorresio_only
1	22	18	1	19	17	0.336	fuzzy
1	23	1					gorresio_only
1	23	2	1	20	2	0.489	matched
1	23	3					gorresio_only
1	23	4					gorresio_only
1	23	5					gorresio_only
1	23	6					gorresio_only
1	23	7					gorresio_only
1	23	8	1	20	9	0.255	fuzzy
1	23	10					gorresio_only
1	23	11					gorresio_only
1	23	12					gorresio_only
1	23	13					gorresio_only
1	23	15					gorresio_only
1	23	16					gorresio_only
1	23	18					gorresio_only
1	23	20					gorresio_only
1	23	21					gorresio_only
1	23	22					gorresio_only
1	23	23					gorresio_only
1	23	24					gorresio_only
1	23	25					gorresio_only
1	23	26	1	20	27	0.309	fuzzy
1	24	1	1	21	1	0.697	matched
1	24	2	1	21	2	0.276	fuzzy
1	24	3	1	21	3	0.468	matched
1	24	4					gorresio_only
1	24	5					gorresio_only
1	24	6					gorresio_only
1	24	7					gorresio_only
1	24	8					gorresio_only
1	24	10	1	21	9	0.462	matched
1	24	11	1	21	10	0.324	fuzzy
1	24	12					gorresio_only
1	24	13					gorresio_only
1	24	14	1	21	14	0.302	fuzzy
1	24	16					gorresio_only
1	24	17					gorresio_only
1	24	18					gorresio_only
1	24	20					gorresio_only
1	25	1					gorresio_only
1	25	2	1	22	2	0.279	fuzzy
1	25	3	1	22	3	0.371	fuzzy
1	25	4	1	22	4	0.465	matched
1	25	5					gorresio_only
1	25	6	1	22	6	0.5	matched
1	25	7					gorresio_only
1	25	8					gorresio_only
1	25	10	1	22	11	0.306	fuzzy
1	25	11					gorresio_only
1	25	12					gorresio_only
1	25	13	1	22	13	0.369	fuzzy
1	25	14					gorresio_only
1	25	15					gorresio_only
1	25	16					gorresio_only
1	25	17					gorresio_only
1	25	18					gorresio_only
1	25	20					gorresio_only
1	25	21					gorresio_only
1	25	22					gorresio_only
1	26	1					gorresio_only
1	26	2	1	23	1	0.383	fuzzy
1	26	3	1	23	3	0.343	fuzzy
1	26	4					gorresio_only
1	26	5					gorresio_only
1	26	6	1	23	6	0.283	fuzzy
1	26	7					gorresio_only
1	26	8	1	23	8	0.472	matched
1	26	10					gorresio_only
1	26	11					gorresio_only
1	26	12					gorresio_only
1	26	13					gorresio_only
1	26	14	1	23	14	0.279	fuzzy
1	26	15					gorresio_only
1	26	16					gorresio_only
1	26	17	1	23	16	0.356	fuzzy
1	26	18	1	23	17	0.38	fuzzy
1	26	20					gorresio_only
1	26	21					gorresio_only
1	27	1	1	24	1	0.523	matched
1	27	2	1	24	2	0.649	matched
1	27	3	1	24	3	0.561	matched
1	27	4	1	24	4	0.48	matched
1	27	5	1	24	6	0.272	fuzzy
1	27	6					gorresio_only
1	27	7					gorresio_only
1	27	8					gorresio_only
1	27	10					gorresio_only
1	27	11					gorresio_only
1	27	12					gorresio_only
1	27	13					gorresio_only
1	27	14					gorresio_only
1	27	15					gorresio_only
1	27	16					gorresio_only
1	27	17					gorresio_only
1	27	18					gorresio_only
1	27	20					gorresio_only
1	27	21	1	24	22	0.307	fuzzy
1	27	22	1	24	23	0.259	fuzzy
1	27	23					gorresio_only
1	27	24					gorresio_only
1	27	25	1	24	27	0.333	fuzzy
1	27	26					gorresio_only
1	27	27					gorresio_only
1	27	28	1	24	31	0.306	fuzzy
1	27	30					gorresio_only
1	28	1					gorresio_only
1	28	2	1	25	2	0.732	matched
1	28	3	1	25	10	0.565	moved
1	28	4	1	25	5	0.379	fuzzy
1	28	5	1	25	6	0.259	fuzzy
1	28	6	1	25	7	0.356	fuzzy
1	28	7	1	25	9	0.485	matched
1	28	10	1	25	12	0.325	fuzzy
1	28	11					gorresio_only
1	28	12	1	25	14	0.27	fuzzy
1	28	13	1	25	15	0.5	matched
1	28	14					gorresio_only
1	28	16	1	25	18	0.34	fuzzy
1	28	17	1	25	19	0.32	fuzzy
1	28	18					gorresio_only
1	28	20					gorresio_only
1	28	21					gorresio_only
1	29	1	1	26	1	0.403	fuzzy
