n	tag	word	slp1	form_key	norm	in_union16	in_union15	u16_n_dicts	u16_dicts
67867	N	ādityanayana	Adityanayana	ādityanayana		1	1	1	INM
67868		sūkaranayana	sUkaranayana	sūkaranayana		1	1	3	MW PWG PWK
67869		madiranayana	madiranayana	madiranayana		1	1	3	CAE MW PWK
67870		timiranayana	timiranayana	timiranayana		1	1	2	MW PWK
67871	H	gaticandra--netranayana	gaticandranetranayana	gaticandranetranayana	hyph	1	1	1	BHS
67872	M	ārdranayana	Ardranayana	ārdranayana		1	1	2	AP MW
67873		sahasranayana	sahasranayana	sahasranayana		1	1	8	AP CAE CCS INM MW PWG PWK VCP
67874	M	sajalanayana	sajalanayana	sajalanayana		1	1	1	MW
67875		kamalanayana	kamalanayana	kamalanayana		1	1	6	CAE CCS MW PWG PWK SCH
67876	M	bhālanayana	BAlanayana	bhālanayana		1	1	3	MW PWK SCH
67877		kokilanayana	kokilanayana	kokilanayana		1	1	4	MW PWG PWK VCP
67878	M	lolanayana	lolanayana	lolanayana		1	1	1	MW
67879	M	praphu--llanayana	praPullanayana	praphullanayana	hyph	1	1	2	AP MW
67880	M	vismayo--tphullanayana	vismayotPullanayana	vismayotphullanayana	hyph	1	1	1	MW
67881	M	protphulla--nayana	protPullanayana	protphullanayana	hyph	1	1	1	MW
67882	M	phullanayana	Pullanayana	phullanayana		1	1	2	AP MW
67883		avanayana	avanayana	avanayana		1	1	4	MW PWG PWK VCP
67884		ūrdhvanayana	UrDvanayana	ūrdhvanayana		1	1	2	MW PWK
67885	M	anyonya--pakṣanayana	anyonyapakzanayana	anyonyapakṣanayana	hyph	1	1	1	MW
67886		mānasanayana	mAnasanayana	mānasanayana		1	1	3	MW PWG PWK
67887	M	pañcāṅgā--nayana	paYcANgAnayana	pancāngānayana	hyph	1	1	1	MW
67888	M	meghānayana	meGAnayana	meghānayana		1	1	1	MW
67889	M	deśāntara--bhāṇḍānayana	desAntaraBARqAnayana	desāntarabhānḍānayana	hyph|acc	0	0		
67890	M	samudānayana	samudAnayana	samudānayana		1	1	4	BHS MW PWK SCH
67891		upānayana	upAnayana	upānayana		1	1	3	MW PWG PWK
67892		samupānayana	samupAnayana	samupānayana		1	1	4	CAE MW PWG PWK
67893		samānayana	samAnayana	samānayana		1	1	5	CAE CCS MW PWG PWK
67894		asamānayana	asamAnayana	asamānayana		1	1	1	PWK
67895		pratyānayana	pratyAnayana	pratyānayana		1	1	5	CAE CCS MW PWG PWK
67896		punarānayana	punarAnayana	punarānayana		1	1	3	CAE MW PWK
67897		kālānayana	kAlAnayana	kālānayana		1	1	3	MW PWG PWK
67898		māsapra--veśānayana	mAsapravesAnayana	māsapravesānayana	hyph|acc	0	0		
67899	M	pratinayana	pratinayana	pratinayana		1	1	4	CAE MW PWK SCH
67900	M	dakṣiṇāti--nayana	dakziRAtinayana	dakṣinātinayana	hyph	1	1	3	MW PWK SCH
67901		ninayana	ninayana	ninayana		1	1	5	CAE MW PWG PWK VCP
67902		svadhāninayana	svaDAninayana	svadhāninayana		1	1	2	MW PWK
67903		agninayana	agninayana	agninayana		1	1	5	MW PD PWG PWK VCP
67904		ślokābhinayana	slokABinayana	slokābhinayana	acc	0	0		
67905		trinayana	trinayana	trinayana		1	1	9	AP BHS BUR CAE CCS MW PWG PWK VCP
67906		vinayana	vinayana	vinayana		1	1	6	CAE CCS MW PWG PWK SCH
67907	M	krodha--vinayana	kroDavinayana	krodhavinayana	hyph	1	1	1	MW
67908		śramavinayana	sramavinayana	sramavinayana	acc	0	0		
67909		manovinayana	manovinayana	manovinayana		1	1	3	MW PWG PWK
67910	M	eṇīnayana	eRInayana	enīnayana		1	1	1	MW
67911	M	sāśrunayana	sAsrunayana	sāsrunayana	acc	0	0		
67912		sunayana	sunayana	sunayana		1	1	8	AP BUR CAE CCS MW PWG PWK VCP
67913		pramuditapra--lambasunayana	pramuditapralambasunayana	pramuditapralambasunayana	hyph	1	1	4	BHS MW PWG PWK
67914		adhonayana	aDonayana	adhonayana		1	1	3	PD PWG PWK
67915		prāṅnayana	prANnayana	prānnayana		1	1	2	MW PWK
67916		unnayana	unnayana	unnayana		1	1	8	AP CAE CCS MD MW PWG PWK VCP
67917		saṃnayana	saMnayana	sannayana		1	1	2	MW PWK
67918		sabhāsaṃnayana	saBAsaMnayana	sabhāsannayana		1	1	2	MW PWK
67919		sābhāsaṃnayana	sABAsaMnayana	sābhāsannayana		1	1	3	MW PWG PWK
67920		samunnayana	samunnayana	samunnayana		1	1	4	MW PWG PWK SCH
67921		sīmantonnayana	sImantonnayana	sīmantonnayana		1	1	7	CAE CCS MD MW PWG PWK VCP
67922		svarnayana	svarnayana	svarnayana		1	1	3	MW PWG PWK
67923		upayana	upayana	upayana		1	1	1	PWK
67924		vyapayana	vyapayana	vyapayana		1	1	2	PWG PWK
67925	M	baija--vāpayana	bEjavApayana	baijavāpayana	hyph	0	0		
67926	A	bhayana	Bayana	bhayana		1	1	1	MW
67927	G	astamáyana	astamayana	astamayana	acc	1	1	3	MW PWG PWK
67928		yamayana	yamayana	yamayana		1	1	2	PWG PWK
67929	M	tapaścitā--mayana	tapascitAmayana	tapascitāmayana	hyph|acc	0	0		
67930	M	gavāmayana	gavAmayana	gavāmayana		1	1	3	MD MW VCP
67931	N	jyotiṣā--mayana	jyotizAmayana	jyotiṣāmayana	hyph	1	1	1	INM
67932	G	aṅgira--sāmayana	aNgirasAmayana	angirasāmayana	hyph	1	1	3	MW PD PWG
67933	G	mayana	mayana	mayana		1	1	1	PWG
67934	G	sáṃmayana	saMmayana	sammayana	acc	1	1	3	CAE PWG PWK
67935	M	sammayana	sammayana	sammayana		1	1	3	CAE PWG PWK
67936		smayana	smayana	smayana		1	1	4	CAE MW PWG PWK
67937	M	vivṛ--tasmayana	vivftasmayana	vivṛtasmayana	hyph	1	1	1	MW
67938		vismayana	vismayana	vismayana		1	1	3	MW PWG PWK
67939		kusmayana	kusmayana	kusmayana		1	1	2	MW PWK
67940	M	duradh--yayayana	duraDyayayana	duradhyayayana	hyph	1	1	1	MW
67941		iṣṭyayana	izwyayana	iṣṭyayana		1	1	4	MW PWG PWK VCP
67942		pratyayana	pratyayana	pratyayana		1	1	2	BHS PWG
67943	G	pañcas--vastyayana	paYcasvastyayana	pancasvastyayana	hyph	1	1	3	MW PWG PWK
67944	M	kṛtas--vastyayana	kftasvastyayana	kṛtasvastyayana	hyph	1	1	1	MW
67945	G	svastyáyana	svastyayana	svastyayana	acc	1	1	7	CAE CCS MD MW PWG PWK VCP
67946		adhyayana	aDyayana	adhyayana		1	1	9	BUR CAE CCS MD MW PD PWG PWK VCP
67947		anadhyayana	anaDyayana	anadhyayana		1	1	7	CAE CCS MD MW PD PWK SCH
67948		vedānadhyayana	vedAnaDyayana	vedānadhyayana		1	1	4	CAE CCS MW PWK
67949		samadhyayana	samaDyayana	samadhyayana		1	1	2	MW PWK
67950		nandyadhyayana	nandyaDyayana	nandyadhyayana		1	1	1	PWK
67951		abhyadhyayana	aByaDyayana	abhyadhyayana		1	1	2	MW PWK
67952		paryadhyayana	paryaDyayana	paryadhyayana		1	1	2	MW PWK
67953		bahvadhyayana	bahvaDyayana	bahvadhyayana		1	1	2	MW PWK
67954	M	bhṛtakā--dhyayana	BftakADyayana	bhṛtakādhyayana	hyph	1	1	1	MW
67955	M	dhāraṇ--ādhyayana	DAraRADyayana	dhāranādhyayana	hyph	1	1	1	MW
67956	M	saṃhitā--dhyayana	saMhitADyayana	sanhitādhyayana	hyph	1	1	1	MW
67957	M	vṛttā--dhyayana	vfttADyayana	vṛttādhyayana	hyph	1	1	1	MW
67958		vasantā--dhyayana	vasantADyayana	vasantādhyayana	hyph	1	1	3	MW PWG PWK
67959		padādhyayana	padADyayana	padādhyayana		1	1	3	MW PWG PWK
67960		vedādhyayana	vedADyayana	vedādhyayana		1	1	5	CAE CCS MW PWG PWK
67961	M	yajanā--dhyayana	yajanADyayana	yajanādhyayana	hyph	1	1	1	MW
67962		kramādhyayana	kramADyayana	kramādhyayana		1	1	3	MW PWG PWK
67963		grāmādhyayana	grAmADyayana	grāmādhyayana		1	1	2	MW PWK
67964	M	araṇyā--dhyayana	araRyADyayana	aranyādhyayana	hyph	1	1	2	MW PWK
67965		prādhyayana	prADyayana	prādhyayana		1	1	3	MW PWG PWK
67966	M	samyaktvā--dhyayana	samyaktvADyayana	samyaktvādhyayana	hyph	1	1	2	MW PWK
67967		sahādhyayana	sahADyayana	sahādhyayana		1	1	5	CAE CCS MW PWG PWK
67968		munyayana	munyayana	munyayana		1	1	3	MW PWG PWK
67969	G	nyáyana	nyayana	nyayana	acc	1	1	7	CAE CCS GRA MD MW PWG PWK
67970	A	apyayana	apyayana	apyayana		1	1	1	MW
67971		vāryayana	vAryayana	vāryayana		1	1	3	MW PWG PWK
67972		palyayana	palyayana	palyayana		1	1	6	BUR MW PWG PWK SCH VCP
67973	G	vyáyana	vyayana	vyayana	acc	1	1	7	CAE CCS GRA MD MW PWG PWK
67974	I	vāhyayana	vAhyayana	vāhyayana		0	0		
67975		antarayana	antarayana	antarayana		1	1	4	MW PD PWG PWK
67976	I	kārayana	kArayana	kārayana		0	0		
67977		layana	layana	layana		1	1	6	CAE CCS MD MW PWK SCH
67978		saṃlayana	saMlayana	sanlayana		1	1	3	MW PWG PWK
67979		pratisaṃlayana	pratisaMlayana	pratisanlayana		1	1	4	BHS MW PWG PWK
67980	H	tisaṃlayana	tisaMlayana	tisanlayana		0	1		
67981	G	praláyana	pralayana	pralayana	acc	1	1	5	CAE CCS MW PWG PWK
67982	H	alayana	alayana	alayana		1	1	1	BHS
67983	M	anālayana	anAlayana	anālayana		1	1	2	MW PD
67984	H	ālayana	Alayana	ālayana		1	1	1	BHS
67985	H	pratilayana	pratilayana	pratilayana		1	1	1	BHS
67986		anilayana	anilayana	anilayana		1	1	4	MW PD PWG PWK
67987	G	niláyana	nilayana	nilayana	acc	1	1	6	CAE CCS MW PWG PWK VCP
67988		vilayana	vilayana	vilayana		1	1	5	CAE CCS MW PWG PWK
67989		pravilayana	pravilayana	pravilayana		1	1	2	MW PWK
67990		vivayana	vivayana	vivayana		1	1	6	CAE CCS MW PWG PWK VEI
67991		muñjavivayana	muYjavivayana	munjavivayana		1	1	2	MW PWK
67992	G	vayana	vayana	vayana		1	1	3	BHS MW PWG
67993		ucchvayana	ucCvayana	ucchvayana		1	1	2	MW PWK
67994		śvayana	svayana	svayana	acc	0	0		
67995	G	paśvayaná	pasvayana	pasvayana	acc	0	0		
67996		āhvayana	Ahvayana	āhvayana		1	1	6	AP CAE MW PWG PWK VCP
67997		saṃhvayana	saMhvayana	sanhvayana		1	1	3	CAE CCS PWK
67998		rathā--ṅgāhvayana	raTANgAhvayana	rathāngāhvayana	hyph	1	1	3	MW PWG PWK
67999		rathāṅgatu--lyāhvayana	raTANgatulyAhvayana	rathāngatulyāhvayana	hyph	1	1	3	MW PWG PWK
68000	M	hvayana	hvayana	hvayana		1	1	1	MW
68001		śayana	sayana	sayana	acc	1	1	6	CAE CCS INM MW PWG PWK
68002		sukhaśayana	suKasayana	sukhasayana	acc	0	0		
68003	M	maṇḍūka--yogaśayana	maRqUkayogasayana	manḍūkayogasayana	hyph|acc	0	0		
68004		rājaśayana	rAjasayana	rājasayana	acc	0	0		
68005	S	badhūṭa--śayana	baDUwasayana	badhūṭasayana	hyph|acc	0	0		
68006		vadhūṭaśayana	vaDUwasayana	vadhūṭasayana	acc	0	0		
68007	M	pravāta--śayana	pravAtasayana	pravātasayana	hyph|acc	0	0		
68008	H	dantaśayana	dantasayana	dantasayana	acc	0	0		
68009		anantaśayana	anantasayana	anantasayana	acc	0	0		
68010		utpādaśayana	utpAdasayana	utpādasayana	acc	0	0		
68011	H	ratnaśayana	ratnasayana	ratnasayana	acc	0	0		
68012	H	upaśayana	upasayana	upasayana	acc	0	0		
68013	H	caramaśayana	caramasayana	caramasayana	acc	0	0		
68014		kusumaśayana	kusumasayana	kusumasayana	acc	0	0		
68015	M	saṃdaṣṭak--usumaśayana	saMdazwakusumasayana	sandaṣṭakusumasayana	hyph|acc	0	0		
68016		śmaśayana	smasayana	smasayana	acc	0	0		
68017	M	paryāya--śayana	paryAyasayana	paryāyasayana	hyph|acc	0	0		
68018		ādityaśayana	Adityasayana	ādityasayana	acc	0	0		
68019		aśūnyaśayana	asUnyasayana	asūnyasayana	acc	0	0		
68020		śaraśayana	sarasayana	sarasayana	acc	0	0		
68021		vihāraśayana	vihArasayana	vihārasayana	acc	0	0		
68022	G	vīraśayana	vIrasayana	vīrasayana	acc	0	0		
68023	H	citraśayana	citrasayana	citrasayana	acc	0	0		
68024		rohiṇī--candraśayana	rohiRIcandrasayana	rohinīcandrasayana	hyph|acc	0	0		
68025	G	jalaśayana	jalasayana	jalasayana	acc	0	0		
68026	H	sthaṇḍila--śayana	sTaRqilasayana	sthanḍilasayana	hyph|acc	0	0		
68027		śavaśayana	savasayana	savasayana	acc	0	0		
68028		ākāśaśayana	AkAsasayana	ākāsasayana	acc	0	0		
68029		saśayana	sasayana	sasayana	acc	0	0		
68030	M	virahaśayana	virahasayana	virahasayana	acc	0	0		
68031		lohaśayana	lohasayana	lohasayana	acc	0	0		
68032	M	kṣmāśayana	kzmAsayana	kṣmāsayana	acc	0	0		
68033	H	adhyāśayana	aDyAsayana	adhyāsayana	acc	0	0		
68034	H	paścācchi--rāśayana	pascAcCirAsayana	pascācchirāsayana	hyph|acc	0	0		
68035		mahāśayana	mahAsayana	mahāsayana	acc	0	0		
68036		atiśayana	atisayana	atisayana	acc	0	0		
68037	A	pratiśayana	pratisayana	pratisayana	acc	0	0		
68038	M	adhiśayana	aDisayana	adhisayana	acc	0	0		
68039		abdhiśayana	abDisayana	abdhisayana	acc	0	0		
68040	M	bhūmiśayana	BUmisayana	bhūmisayana	acc	0	0		
68041	G	upariśayaná	uparisayana	uparisayana	acc	0	0		
68042		hariśayana	harisayana	harisayana	acc	0	0		
68043		keliśayana	kelisayana	kelisayana	acc	0	0		
68044	M	mahāhiśayana	mahAhisayana	mahāhisayana	acc	0	0		
68045		vadhūṭīśayana	vaDUwIsayana	vadhūṭīsayana	acc	0	0		
68046		sindhuśayana	sinDusayana	sindhusayana	acc	0	0		
68047	G	sthaṇḍile--śayana	sTaRqilesayana	sthanḍilesayana	hyph|acc	0	0		
68048		sayana	sayana	sayana		1	1	6	CAE CCS INM MW PWG PWK
68049		prasayana	prasayana	prasayana		1	1	4	MW PWG PWK VCP
68050		hayana	hayana	hayana		1	1	6	BHS BUR MW PWG PWK VCP
68051		mṛgakāyana	mfgakAyana	mṛgakāyana		1	1	2	PWG PWK
68052		mauñjakāyana	mOYjakAyana	maunjakāyana		1	1	3	MW PWG PWK
68053	G	cāṭakāyaná	cAwakAyana	cāṭakāyana	acc	1	1	3	MW PWG PWK
68054	P	tāṭakāyana	tAwakAyana	tāṭakāyana		0	0		
68055		tāḍakāyana	tAqakAyana	tāḍakāyana		1	1	5	INM MW PWG PWK VCP
68056	G	sākar--ṇakāyaná	sAkarRakAyana	sākarnakāyana	hyph|acc	1	1	3	MW PWG PWK
68057	G	sauva--rṇakāyaná	sOvarRakAyana	sauvarnakāyana	hyph|acc	1	1	3	MW PWG PWK
